42.67001632,-84.64573931,15.11,175.083,158.588,183,2003-01-08T13:50:24
42.66998981,-84.64574833,0.59,112.498,93.365,192.514,2003-01-08T13:50:43
42.66998318,-84.64573931,0.57,52.674,30.854,200.003,2003-01-08T13:50:59
42.66997656,-84.64574833,0.56,55.438,33.936,197.396,2003-01-08T13:51:04
42.66998318,-84.64573931,0.59,55.869,33.371,198.131,2003-01-08T13:51:07
42.66997656,-84.64572129,0.7,51.515,45.156,185.536,2003-01-08T13:51:15
42.66996993,-84.64570326,1.83,55.252,50.76,182.538,2003-01-08T13:51:19
42.66996993,-84.64568523,1.84,65.942,44.383,192.789,2003-01-08T13:51:22
42.6699633,-84.64567622,1.86,67.581,44.972,192.46,2003-01-08T13:51:24
42.6699633,-84.64565819,1.83,70.155,46.116,195.803,2003-01-08T13:51:27
42.6699633,-84.64564017,1.8,72.556,46.331,199.218,2003-01-08T13:51:30
42.66996993,-84.64563115,1.94,71.26,47.157,197.169,2003-01-08T13:51:33
42.66996993,-84.64561313,1.91,63.315,42.781,193.359,2003-01-08T13:51:37
42.6699633,-84.64560411,1.8,55.905,36.306,189.633,2003-01-08T13:51:39
42.66995667,-84.64558609,1.62,54.292,33.518,185.952,2003-01-08T13:51:42
42.66995005,-84.64557707,1.55,54.693,33.159,184.732,2003-01-08T13:51:44
42.66995005,-84.64555905,1.48,51.759,33.712,184.23,2003-01-08T13:51:46
42.66994342,-84.64555003,1.41,46.532,32.218,183.314,2003-01-08T13:51:48
42.66994342,-84.64553201,1.21,54.349,35.177,187.462,2003-01-08T13:51:51
42.66995005,-84.64552299,1.08,59.407,38.525,191.029,2003-01-08T13:51:53
42.66995005,-84.64550497,0.99,57.065,39.836,190.882,2003-01-08T13:51:56
42.66995005,-84.64548694,0.84,58.607,40.501,193.626,2003-01-08T13:51:59
42.66995005,-84.64546891,0.67,58.794,37.644,195.769,2003-01-08T13:52:02
42.66994342,-84.6454599,0.64,55.465,34.649,195.142,2003-01-08T13:52:03
42.66994342,-84.64544187,0.58,49.698,32.742,194.17,2003-01-08T13:52:05
42.66993679,-84.64543286,0.52,48.351,30.096,198.591,2003-01-08T13:52:07
42.66993016,-84.64542385,0.45,51.635,29.803,202.585,2003-01-08T13:52:09
42.66992354,-84.64540582,0.5,52.845,31.702,201.306,2003-01-08T13:52:11
42.66991691,-84.64538779,0.94,60.059,34.314,199.036,2003-01-08T13:52:14
