,Latitude,Longitude,Depth_m
400,42.9312217983638,-74.2784135043237,-1.31
401,42.9312547950447,-74.2784225176967,-1.37
402,42.9312811923768,-74.2784315310697,-1.36
403,42.9313273876806,-74.2784585711886,-1.34
404,42.9313669836278,-74.2784856113075,-1.29
405,42.9314131788673,-74.2785126514264,-1.28
406,42.9314593740721,-74.2785487049183,-1.3
407,42.9315055692423,-74.2785757450372,-1.32
408,42.9315385657713,-74.2785937717832,-1.32
409,42.9315649629817,-74.2786117985291,-1.28
410,42.9316045587761,-74.2786388386481,-1.28
411,42.9316309559582,-74.278647852021,-1.33
412,42.93166395242,-74.278656865394,-1.29
413,42.9316903495767,-74.27867489214,-1.26
414,42.9317299452905,-74.2786839055129,-1.26
415,42.9317431438561,-74.2787019322589,-1.26
416,42.9317629416992,-74.2787109456319,-1.33
417,42.9317893388135,-74.2787289723778,-1.32
418,42.9317959380903,-74.2787379857508,-1.32
419,42.9318091366417,-74.2787560124967,-1.31
420,42.9318223351904,-74.2787650258697,-1.3
421,42.9318355337362,-74.2787740392427,-1.27
422,42.9318553315496,-74.2787830526157,-1.23
423,42.9318751293567,-74.2787830526157,-1.26
424,42.9318883278911,-74.2787830526157,-1.28
425,42.9319015264228,-74.2787830526157,-1.29
426,42.9319147249517,-74.2787830526157,-1.3
427,42.9319279234777,-74.2787830526157,-1.26
428,42.9319345227396,-74.2787830526157,-1.24
429,42.9319411220009,-74.2787740392427,-1.23
430,42.9319543205212,-74.2787560124967,-1.22
431,42.9319609197803,-74.2787469991238,-1.16
432,42.9319675190387,-74.2787289723778,-1.15
433,42.9319741182964,-74.2787109456319,-1.16
434,42.9319807175534,-74.2786929188859,-1.18
435,42.9319939160653,-74.27867489214,-1.17
436,42.9319939160653,-74.278647852021,-1.15
437,42.9320005153202,-74.2786298252751,-1.16
438,42.9320071145743,-74.2786208119021,-1.16
439,42.9320137138278,-74.2786027851562,-1.15
440,42.9320203130805,-74.2785937717832,-1.15
441,42.9320203130805,-74.2785847584102,-1.14
442,42.9320269123326,-74.2785847584102,-1.11
443,42.932033511584,-74.2785757450372,-1.1
444,42.9320401108346,-74.2785667316643,-1.11
445,42.9320467100845,-74.2785577182913,-1.1
446,42.9320533093337,-74.2785487049183,-1.1
447,42.9320599085822,-74.2785487049183,-1.1
448,42.9320533093337,-74.2785487049183,-1.1
449,42.93206650783,-74.2785306781724,-1.12
450,42.9320797063235,-74.2785126514264,-1.14
451,42.9320929048142,-74.2784946246805,-1.16
452,42.9320995040584,-74.2784856113075,-1.16
453,42.9320995040584,-74.2784765979345,-1.17
454,42.932119301787,-74.2784675845616,-1.14
455,42.9321325002692,-74.2784495578156,-1.16
456,42.9321456987485,-74.2784405444426,-1.17
457,42.9321456987485,-74.2784315310697,-1.16
458,42.9321522979871,-74.2784225176967,-1.17
459,42.9321522979871,-74.2784135043237,-1.14
460,42.9321456987485,-74.2784044909507,-1.15
461,42.9321390995092,-74.2784044909507,-1.16
462,42.9321456987485,-74.2783954775778,-1.11
463,42.9321522979871,-74.2783864642048,-1.12
464,42.932158897225,-74.2783864642048,-1.15
465,42.9321654964622,-74.2783864642048,-1.17
466,42.9321720956987,-74.2783864642048,-1.2
467,42.9321720956987,-74.2783774508318,-1.08
468,42.9321786949345,-74.2783774508318,-1.09
469,42.9321720956987,-74.2783864642048,-1.08
470,42.932158897225,-74.2783864642048,-1.09
471,42.9321456987485,-74.2783864642048,-1.11
472,42.9321390995092,-74.2783954775778,-1.1
473,42.9321259010285,-74.2783954775778,-1.11
474,42.932119301787,-74.2784044909507,-1.11
475,42.9321127025448,-74.2784044909507,-1.07
476,42.932106103302,-74.2784135043237,-1.07
477,42.9320929048142,-74.2784135043237,-1.06
478,42.9320863055692,-74.2784135043237,-1.05
479,42.9320797063235,-74.2784225176967,-1.03
480,42.93206650783,-74.2784225176967,-1.0
481,42.9320533093337,-74.2784225176967,-0.95
482,42.9320401108346,-74.2784315310697,-0.94
483,42.9320269123326,-74.2784315310697,-0.93
484,42.9320137138278,-74.2784405444426,-0.9
485,42.9320005153202,-74.2784405444426,-0.89
486,42.9319873168097,-74.2784405444426,-0.87
487,42.9319807175534,-74.2784495578156,-0.85
488,42.9319741182964,-74.2784495578156,-0.84
489,42.9319675190387,-74.2784495578156,-0.82
490,42.9319675190387,-74.2784585711886,-0.8
491,42.9319609197803,-74.2784585711886,-0.78
492,42.9319543205212,-74.2784585711886,-0.77
493,42.9319543205212,-74.2784675845616,-0.77
494,42.9319543205212,-74.2784765979345,-0.77
495,42.9319477212614,-74.2784765979345,-0.74
496,42.9319543205212,-74.2784765979345,-0.73
497,42.9319543205212,-74.2784856113075,-0.73
498,42.9319609197803,-74.2784856113075,-0.71
499,42.9319675190387,-74.2784856113075,-0.67
500,42.9319675190387,-74.2784946246805,-0.67
501,42.9319741182964,-74.2784946246805,-0.65
502,42.9319741182964,-74.2785036380535,-0.63
503,42.9319741182964,-74.2785126514264,-0.58
504,42.9319741182964,-74.2785216647994,-0.58
505,42.9319807175534,-74.2785306781724,-0.51
506,42.9319873168097,-74.2785306781724,-0.47
507,42.9319873168097,-74.2785396915454,-0.47
508,42.9319939160653,-74.2785396915454,-0.47
509,42.9319939160653,-74.2785487049183,-0.46
510,42.9320005153202,-74.2785487049183,-0.43
511,42.9320071145743,-74.2785577182913,-0.42
512,42.9320137138278,-74.2785577182913,-0.43
513,42.9320203130805,-74.2785667316643,-0.44
514,42.9320269123326,-74.2785667316643,-0.43
515,42.932033511584,-74.2785667316643,-0.43
516,42.9320401108346,-74.2785667316643,-0.41
517,42.9320401108346,-74.2785757450372,-0.4
518,42.9320467100845,-74.2785757450372,-0.39
519,42.9320533093337,-74.2785847584102,-0.38
520,42.9320599085822,-74.2785847584102,-0.38
521,42.93206650783,-74.2785937717832,-0.35
522,42.9320731070771,-74.2785937717832,-0.34
523,42.9320731070771,-74.2786027851562,-0.33
524,42.9320797063235,-74.2786027851562,-0.33
525,42.9320863055692,-74.2786117985291,-0.34
526,42.9320929048142,-74.2786208119021,-0.31
527,42.9320929048142,-74.2786298252751,-0.35
528,42.9320995040584,-74.2786298252751,-0.35
529,42.932106103302,-74.2786298252751,-0.35
530,42.932106103302,-74.2786388386481,-0.35
531,42.9321127025448,-74.2786388386481,-0.77
532,42.932119301787,-74.278647852021,-0.78
533,42.9321259010285,-74.278647852021,-0.62
534,42.9321259010285,-74.278656865394,-0.6
535,42.9321325002692,-74.278647852021,-0.59
536,42.9321390995092,-74.278647852021,-0.58
537,42.9321456987485,-74.278647852021,-0.62
538,42.9321522979871,-74.2786388386481,-0.66
539,42.932158897225,-74.2786388386481,-0.67
540,42.932158897225,-74.2786298252751,-0.77
541,42.9321654964622,-74.2786208119021,-0.77
542,42.9321654964622,-74.2786117985291,-0.85
543,42.9321654964622,-74.2786027851562,-0.92
544,42.9321654964622,-74.2785937717832,-0.93
545,42.9321654964622,-74.2785847584102,-0.97
546,42.9321654964622,-74.2785757450372,-0.94
547,42.932158897225,-74.2785757450372,-0.94
548,42.932158897225,-74.2785667316643,-0.62
549,42.9321522979871,-74.2785577182913,-0.55
550,42.9321456987485,-74.2785577182913,-0.54
551,42.9321390995092,-74.2785487049183,-0.54
552,42.9321325002692,-74.2785396915454,-0.58
553,42.9321259010285,-74.2785306781724,-0.59
554,42.932119301787,-74.2785216647994,-0.6
555,42.9321127025448,-74.2785216647994,-0.6
556,42.932106103302,-74.2785126514264,-0.58
557,42.9320995040584,-74.2785126514264,-0.57
558,42.9320929048142,-74.2785036380535,-0.6
559,42.9320863055692,-74.2784946246805,-0.63
560,42.9320797063235,-74.2784946246805,-0.63
561,42.9320797063235,-74.2784856113075,-0.66
562,42.9320731070771,-74.2784856113075,-0.65
563,42.93206650783,-74.2784765979345,-0.68
564,42.9320599085822,-74.2784675845616,-0.72
565,42.9320533093337,-74.2784675845616,-0.72
566,42.9320533093337,-74.2784585711886,-0.74
567,42.9320467100845,-74.2784585711886,-0.75
568,42.9320401108346,-74.2784585711886,-0.78
569,42.9320401108346,-74.2784495578156,-0.8
570,42.932033511584,-74.2784495578156,-0.81
571,42.932033511584,-74.2784405444426,-0.82
572,42.9320269123326,-74.2784405444426,-0.83
573,42.9320203130805,-74.2784405444426,-0.86
574,42.9320203130805,-74.2784315310697,-0.85
575,42.9320137138278,-74.2784315310697,-0.84
576,42.9320071145743,-74.2784315310697,-0.85
577,42.9320005153202,-74.2784315310697,-0.91
578,42.9319939160653,-74.2784225176967,-0.93
579,42.9319873168097,-74.2784225176967,-0.99
580,42.9319741182964,-74.2784225176967,-1.0
581,42.9319675190387,-74.2784225176967,-0.99
582,42.9319609197803,-74.2784225176967,-0.99
583,42.9319543205212,-74.2784135043237,-1.01
584,42.9319411220009,-74.2784135043237,-1.03
