,Latitude,Longitude,Depth_m,x,y,z,Time
925,42.67030792,-84.64503627,-0.9,60.73,34.169,198.066,2003-01-08T14:33:56
926,42.67030129,-84.64504528,-0.87,62.12,37.922,197.594,2003-01-08T14:33:57
927,42.67029466,-84.6450543,-0.85,60.044,37.34,195.543,2003-01-08T14:33:58
928,42.67028804,-84.64506331,-0.82,60.358,36.381,196.812,2003-01-08T14:33:59
929,42.67028141,-84.64508134,-0.81,61.466,36.172,198.304,2003-01-08T14:34:00
930,42.67027478,-84.64509035,-0.78,62.421,34.041,196.771,2003-01-08T14:34:01
931,42.67026815,-84.64509936,-0.77,62.218,33.727,197.634,2003-01-08T14:34:02
932,42.67026153,-84.64510838,-0.79,62.853,36.327,199.375,2003-01-08T14:34:03
933,42.6702549,-84.64511739,-0.8,63.681,37.493,197.659,2003-01-08T14:34:04
934,42.67024827,-84.6451264,-0.78,60.837,35.529,197.377,2003-01-08T14:34:05
935,42.67024165,-84.64513542,-0.77,58.976,33.732,198.578,2003-01-08T14:34:06
936,42.67023502,-84.64514443,-0.78,58.808,32.694,196.843,2003-01-08T14:34:07
937,42.67022839,-84.64515344,-0.77,59.194,31.431,196.53,2003-01-08T14:34:08
938,42.67022176,-84.64516246,-0.77,60.492,30.791,200.197,2003-01-08T14:34:09
939,42.67021514,-84.64517147,-0.78,60.037,32.031,198.339,2003-01-08T14:34:10
940,42.67020851,-84.64518048,-0.79,59.642,33.726,195.493,2003-01-08T14:34:12
941,42.67020188,-84.6451895,-0.78,58.061,31.141,197.564,2003-01-08T14:34:12
942,42.67019526,-84.64519851,-0.78,58.528,30.862,198.797,2003-01-08T14:34:13
943,42.67018863,-84.64520752,-0.79,61.868,34.79,198.862,2003-01-08T14:34:14
944,42.670182,-84.64521654,-0.79,60.888,36.004,196.122,2003-01-08T14:34:15
945,42.67017537,-84.64522555,-0.78,60.329,34.419,198.047,2003-01-08T14:34:16
946,42.67016875,-84.64523456,-0.79,60.728,33.331,203.393,2003-01-08T14:34:17
947,42.67016212,-84.64524358,-0.78,58.248,33.136,200.009,2003-01-08T14:34:18
948,42.67015549,-84.64525259,-0.74,56.443,31.004,197.252,2003-01-08T14:34:19
949,42.67014886,-84.6452616,-0.73,60.44,32.266,200.437,2003-01-08T14:34:20
950,42.67013561,-84.64527963,-0.71,60.171,33.518,197.637,2003-01-08T14:34:21
951,42.67012898,-84.64528864,-0.73,56.264,31.189,194.66,2003-01-08T14:34:22
952,42.67012236,-84.64529766,-0.76,55.167,31.699,195.716,2003-01-08T14:34:23
953,42.67011573,-84.64530667,-0.73,52.233,30.537,196.038,2003-01-08T14:34:24
954,42.6701091,-84.64531568,-0.69,50.913,28.646,195.785,2003-01-08T14:34:25
955,42.67010247,-84.6453247,-0.65,52.272,27.485,197.062,2003-01-08T14:34:26
956,42.67008922,-84.64533371,-0.71,53.43,27.218,197.965,2003-01-08T14:34:28
957,42.67007596,-84.64534272,-0.75,54.152,28.909,194.98,2003-01-08T14:34:29
958,42.67006934,-84.64535174,-0.76,57.772,32.609,196.594,2003-01-08T14:34:30
959,42.67006271,-84.64536075,-0.8,58.772,34.586,196.219,2003-01-08T14:34:31
960,42.67005608,-84.64536977,-0.79,57.51,32.358,194.448,2003-01-08T14:34:32
961,42.67004946,-84.64537878,-0.79,57.7,29.808,197.032,2003-01-08T14:34:33
962,42.67004283,-84.64538779,-0.81,58.972,30.989,198.391,2003-01-08T14:34:34
963,42.6700362,-84.64539681,-0.82,58.552,32.959,197.744,2003-01-08T14:34:35
964,42.67002957,-84.64541483,-0.84,60.402,34.569,195.663,2003-01-08T14:34:37
965,42.67002295,-84.64542385,-0.86,61.847,35.905,195.165,2003-01-08T14:34:37
966,42.67000969,-84.64543286,-0.87,57.995,33.571,192.652,2003-01-08T14:34:38
967,42.67000306,-84.64544187,-0.91,58.065,31.628,191.403,2003-01-08T14:34:39
968,42.66999644,-84.64545089,-0.94,57.464,31.218,191.004,2003-01-08T14:34:40
969,42.66998981,-84.6454599,-1.02,57.611,31.149,189.473,2003-01-08T14:34:41
970,42.66998318,-84.64546891,-1.09,60.982,31.177,189.035,2003-01-08T14:34:42
971,42.66997656,-84.64547793,-1.17,61.264,31.627,189.363,2003-01-08T14:34:43
972,42.66996993,-84.64548694,-1.2,60.632,32.571,192.184,2003-01-08T14:34:44
973,42.6699633,-84.64549595,-1.18,59.261,-1.0,190.689,2003-01-08T14:34:45
974,42.66995667,-84.64550497,-1.18,57.612,-1.0,187.839,2003-01-08T14:34:46
975,42.66995005,-84.64551398,-1.21,57.285,-1.0,186.889,2003-01-08T14:34:47
976,42.66994342,-84.64552299,-1.29,55.499,-1.0,183.276,2003-01-08T14:34:48
977,42.66993679,-84.64553201,-1.33,56.18,-1.0,186.269,2003-01-08T14:34:49
978,42.66992354,-84.64554102,-1.38,56.081,25.332,188.469,2003-01-08T14:34:50
979,42.66991691,-84.64555003,-1.43,54.361,25.961,184.315,2003-01-08T14:34:51
980,42.66991028,-84.64555905,-1.51,56.015,26.747,185.24,2003-01-08T14:34:52
981,42.66990366,-84.64556806,-1.62,54.641,27.738,185.588,2003-01-08T14:34:53
982,42.66989703,-84.64557707,-1.75,54.571,30.193,185.699,2003-01-08T14:34:54
983,42.6698904,-84.64558609,-1.78,56.027,30.58,188.446,2003-01-08T14:34:55
984,42.66988377,-84.6455951,-1.82,58.238,30.269,190.551,2003-01-08T14:34:56
985,42.66987715,-84.64560411,-1.89,60.922,32.604,193.324,2003-01-08T14:34:57
986,42.66987052,-84.64561313,-1.99,57.486,34.668,194.999,2003-01-08T14:34:58
987,42.66986389,-84.64562214,-1.99,57.438,38.542,195.335,2003-01-08T14:34:59
988,42.66985726,-84.64563115,-1.9,58.49,42.63,195.071,2003-01-08T14:35:00
989,42.66985064,-84.64564017,-1.67,53.715,39.677,191.36,2003-01-08T14:35:01
990,42.66984401,-84.64564918,-1.6,54.343,35.652,186.634,2003-01-08T14:35:02
991,42.66983738,-84.64565819,-1.65,58.295,37.266,186.853,2003-01-08T14:35:03
992,42.66982413,-84.64566721,-1.61,60.123,41.468,189.689,2003-01-08T14:35:05
993,42.66981087,-84.64567622,-1.46,58.716,44.826,187.449,2003-01-08T14:35:06
994,42.66979762,-84.64568523,-1.35,57.904,44.679,187.5,2003-01-08T14:35:08
995,42.66979099,-84.64570326,-1.31,59.639,41.919,190.448,2003-01-08T14:35:09
996,42.66977774,-84.64571227,-1.27,62.956,40.744,193.091,2003-01-08T14:35:10
997,42.66977111,-84.64572129,-1.26,65.826,41.286,192.769,2003-01-08T14:35:11
998,42.66976448,-84.6457303,-1.26,67.603,44.119,190.255,2003-01-08T14:35:12
999,42.66975786,-84.64574833,-1.27,65.23,41.26,190.007,2003-01-08T14:35:13
1000,42.66975123,-84.64575734,-1.31,61.572,34.08,190.64,2003-01-08T14:35:14
1001,42.6697446,-84.64577537,-1.34,61.604,32.169,190.498,2003-01-08T14:35:15
1002,42.66973797,-84.64578438,-1.38,58.063,33.819,188.779,2003-01-08T14:35:16
1003,42.66973135,-84.64579339,-1.39,54.528,38.095,187.773,2003-01-08T14:35:17
1004,42.66972472,-84.64581142,-1.38,51.117,37.374,180.79,2003-01-08T14:35:18
1005,42.66971809,-84.64582043,-1.28,32.636,25.158,175.831,2003-01-08T14:35:19
1006,42.66970484,-84.64583846,-1.17,11.952,8.017,177.273,2003-01-08T14:35:20
1007,42.66969821,-84.64584747,-1.09,4.513,0.043,173.458,2003-01-08T14:35:21
1008,42.66968496,-84.64584747,-1.02,7.334,0.396,179.437,2003-01-08T14:35:23
1009,42.6696717,-84.64584747,-0.69,13.192,0.556,188.949,2003-01-08T14:35:25
1010,42.66965845,-84.64584747,-0.86,14.703,0.375,187.537,2003-01-08T14:35:28
1011,42.66965182,-84.64583846,-0.94,16.474,0.347,181.002,2003-01-08T14:35:31
1012,42.66963856,-84.64583846,-0.92,15.886,0.214,171.538,2003-01-08T14:35:38
1013,42.66963194,-84.64582945,-1.01,12.05,0.086,171.231,2003-01-08T14:35:59
1014,42.66962531,-84.64582043,-1.08,23.879,2.671,175.552,2003-01-08T14:36:02
1015,42.66961206,-84.64582043,-1.21,46.765,15.775,176.261,2003-01-08T14:36:04
1016,42.6695988,-84.64581142,-1.47,55.591,27.523,176.124,2003-01-08T14:36:07
1017,42.66958555,-84.64581142,-1.6,56.445,31.431,175.087,2003-01-08T14:36:10
1018,42.66957892,-84.64580241,-1.62,57.982,33.509,175.954,2003-01-08T14:36:11
1019,42.66957229,-84.64579339,-1.64,61.463,37.127,179.959,2003-01-08T14:36:13
1020,42.66956566,-84.64578438,-1.68,64.281,41.033,182.731,2003-01-08T14:36:15
1021,42.66956566,-84.64576635,-1.69,61.315,38.322,183.475,2003-01-08T14:36:19
1022,42.66956566,-84.64578438,-1.7,60.899,38.761,184.255,2003-01-08T14:36:22
1023,42.66956566,-84.64580241,-1.64,61.164,39.798,181.79,2003-01-08T14:36:25
1024,42.66956566,-84.64582043,-1.6,60.696,37.97,179.423,2003-01-08T14:36:27
1025,42.66957229,-84.64581142,-1.61,61.307,35.553,180.209,2003-01-08T14:36:30
1026,42.66958555,-84.64580241,-1.64,64.52,37.107,185.024,2003-01-08T14:36:31
1027,42.6695988,-84.64580241,-1.66,66.24,43.654,187.924,2003-01-08T14:36:32
1028,42.66961206,-84.64579339,-1.55,64.059,44.986,186.704,2003-01-08T14:36:35
1029,42.66962531,-84.64578438,-1.53,64.466,42.638,187.104,2003-01-08T14:36:37
1030,42.66963856,-84.64577537,-1.48,65.292,44.372,186.62,2003-01-08T14:36:39
1031,42.66965182,-84.64576635,-1.45,68.641,47.28,188.384,2003-01-08T14:36:41
1032,42.66966507,-84.64575734,-1.45,68.029,46.884,188.372,2003-01-08T14:36:43
1033,42.6696717,-84.64574833,-1.45,66.246,45.965,185.762,2003-01-08T14:36:44
1034,42.66967833,-84.64573931,-1.46,65.311,43.204,186.032,2003-01-08T14:36:46
1035,42.66969158,-84.64573931,-1.46,63.162,42.649,187.497,2003-01-08T14:36:46
1036,42.66970484,-84.6457303,-1.42,63.702,46.93,188.303,2003-01-08T14:36:48
1037,42.66972472,-84.6457303,-1.38,62.69,48.295,187.307,2003-01-08T14:36:50
1038,42.66973797,-84.6457303,-1.35,62.635,47.988,188.982,2003-01-08T14:36:51
1039,42.66975786,-84.6457303,-1.29,62.353,46.583,191.354,2003-01-08T14:36:53
1040,42.66977774,-84.64572129,-1.26,65.849,44.273,193.369,2003-01-08T14:36:55
1041,42.66979099,-84.64571227,-1.21,67.605,-1.0,193.345,2003-01-08T14:36:57
1042,42.66980425,-84.64571227,-1.22,62.119,-1.0,190.577,2003-01-08T14:36:58
1043,42.66981087,-84.64570326,-1.34,58.501,-1.0,190.008,2003-01-08T14:36:59
1044,42.66982413,-84.64570326,-1.42,61.394,32.247,188.884,2003-01-08T14:37:00
1045,42.66983076,-84.64569425,-1.49,62.276,34.092,188.59,2003-01-08T14:37:01
1046,42.66984401,-84.64569425,-1.5,56.925,39.08,188.889,2003-01-08T14:37:02
1047,42.66985064,-84.64568523,-1.46,52.791,38.704,185.607,2003-01-08T14:37:03
1048,42.66986389,-84.64568523,-1.34,60.272,37.43,188.008,2003-01-08T14:37:05
1049,42.66987052,-84.64567622,-1.31,61.138,31.798,189.674,2003-01-08T14:37:05
1050,42.66988377,-84.64567622,-1.47,51.385,22.635,185.991,2003-01-08T14:37:06
1051,42.66989703,-84.64567622,-1.76,54.185,28.469,188.327,2003-01-08T14:37:07
1052,42.66991028,-84.64566721,-1.84,56.121,35.318,192.213,2003-01-08T14:37:08
1053,42.66992354,-84.64566721,-1.88,56.074,36.634,191.718,2003-01-08T14:37:09
1054,42.66993679,-84.64566721,-1.86,58.359,39.307,190.96,2003-01-08T14:37:10
1055,42.66995005,-84.64565819,-1.88,58.606,38.035,193.597,2003-01-08T14:37:11
1056,42.6699633,-84.64565819,-1.86,60.322,36.337,195.902,2003-01-08T14:37:12
1057,42.66997656,-84.64564918,-1.82,60.948,36.482,194.345,2003-01-08T14:37:13
1058,42.66999644,-84.64564918,-1.89,59.762,35.146,194.367,2003-01-08T14:37:15
1059,42.67000306,-84.64564017,-1.92,60.999,37.815,197.532,2003-01-08T14:37:16
1060,42.67001632,-84.64564017,-1.89,62.951,39.935,197.064,2003-01-08T14:37:17
1061,42.67002957,-84.64563115,-1.95,61.443,37.253,195.778,2003-01-08T14:37:19
1062,42.67004283,-84.64563115,-1.97,59.409,35.5,195.081,2003-01-08T14:37:20
1063,42.67004946,-84.64562214,-2.0,62.815,38.905,194.581,2003-01-08T14:37:21
1064,42.67006271,-84.64561313,-1.91,70.73,44.937,194.315,2003-01-08T14:37:23
1065,42.67007596,-84.64561313,-1.87,72.304,45.025,192.653,2003-01-08T14:37:24
1066,42.67008259,-84.64560411,-1.92,67.147,42.737,192.684,2003-01-08T14:37:25
1067,42.67009585,-84.6455951,-1.89,65.23,42.288,194.478,2003-01-08T14:37:26
1068,42.67011573,-84.64558609,-1.94,64.54,41.69,195.822,2003-01-08T14:37:28
1069,42.67012898,-84.64557707,-1.92,64.518,42.893,194.856,2003-01-08T14:37:30
1070,42.67013561,-84.64556806,-1.9,67.426,47.038,194.706,2003-01-08T14:37:31
1071,42.67014224,-84.64555905,-1.89,72.208,50.118,197.31,2003-01-08T14:37:32
1072,42.67014886,-84.64554102,-1.9,75.974,48.919,197.851,2003-01-08T14:37:33
1073,42.67014886,-84.64551398,-1.98,72.058,44.092,195.151,2003-01-08T14:37:35
1074,42.67014886,-84.64549595,-2.01,62.916,39.653,192.224,2003-01-08T14:37:36
1075,42.67014224,-84.64548694,-1.96,57.672,37.8,192.61,2003-01-08T14:37:37
1076,42.67013561,-84.64546891,-1.83,51.976,35.11,188.296,2003-01-08T14:37:38
1077,42.67013561,-84.64545089,-1.69,48.31,32.883,180.726,2003-01-08T14:37:39
1078,42.67012898,-84.64544187,-1.51,48.034,33.693,179.95,2003-01-08T14:37:40
1079,42.67012236,-84.64542385,-1.44,48.545,34.039,180.276,2003-01-08T14:37:41
1080,42.67012236,-84.64540582,-1.34,49.381,32.935,179.435,2003-01-08T14:37:43
1081,42.67011573,-84.64539681,-1.28,47.094,30.75,179.088,2003-01-08T14:37:43
1082,42.67011573,-84.64537878,-1.21,44.837,31.487,179.018,2003-01-08T14:37:44
1083,42.6701091,-84.64536075,-1.13,45.748,32.548,178.223,2003-01-08T14:37:45
1084,42.67010247,-84.64533371,-0.89,47.684,31.614,183.394,2003-01-08T14:37:47
1085,42.67010247,-84.64531568,-0.81,47.128,29.875,192.246,2003-01-08T14:37:48
1086,42.67009585,-84.64528864,-0.72,36.419,19.627,191.915,2003-01-08T14:37:50
1087,42.67009585,-84.64527062,-0.65,27.913,11.886,192.217,2003-01-08T14:37:51
1088,42.67009585,-84.64524358,-0.59,27.442,9.459,199.794,2003-01-08T14:37:53
1089,42.67008922,-84.64522555,-0.57,32.45,10.036,203.147,2003-01-08T14:37:54
1090,42.67008922,-84.64520752,-0.56,39.655,14.297,199.456,2003-01-08T14:37:55
1091,42.67009585,-84.64518048,-0.65,41.969,15.07,199.222,2003-01-08T14:37:57
1092,42.67009585,-84.64516246,-0.75,51.225,20.314,200.224,2003-01-08T14:37:58
1093,42.67009585,-84.64514443,-0.85,56.324,27.547,197.666,2003-01-08T14:37:59
1094,42.67008922,-84.64511739,-0.9,39.007,17.77,193.686,2003-01-08T14:38:01
1095,42.67008259,-84.64509936,-0.85,18.239,4.334,191.876,2003-01-08T14:38:02
1096,42.67007596,-84.64509035,-0.78,12.053,1.536,194.311,2003-01-08T14:38:04
1097,42.67006271,-84.64509035,-0.76,13.695,0.554,198.246,2003-01-08T14:38:04
1098,42.67004946,-84.64509035,-0.71,15.497,0.412,199.005,2003-01-08T14:38:05
1099,42.6700362,-84.64509936,-0.7,16.86,0.384,197.72,2003-01-08T14:38:07
1100,42.67002295,-84.64509936,-0.74,16.042,0.409,196.901,2003-01-08T14:38:10
1101,42.67001632,-84.64510838,-0.73,15.181,0.7,195.134,2003-01-08T14:38:12
1102,42.67001632,-84.6451264,-0.75,9.948,0.575,191.27,2003-01-08T14:38:17
1103,42.67000969,-84.64513542,-0.74,3.643,0.017,190.4,2003-01-08T14:38:17
1104,42.67000969,-84.64515344,-0.78,18.546,5.258,194.048,2003-01-08T14:38:20
1105,42.67000306,-84.64517147,-0.81,40.146,15.543,194.809,2003-01-08T14:38:23
1106,42.66999644,-84.6451895,-0.86,47.472,20.976,193.575,2003-01-08T14:38:26
1107,42.67000306,-84.64518048,-0.87,41.519,16.541,192.754,2003-01-08T14:38:27
1108,42.67000969,-84.64516246,-0.89,33.365,10.077,193.404,2003-01-08T14:38:29
1109,42.67000306,-84.64518048,-0.84,41.679,15.382,192.645,2003-01-08T14:38:32
1110,42.66999644,-84.64519851,-1.0,46.47,20.228,192.166,2003-01-08T14:38:34
1111,42.66998981,-84.64520752,-1.02,47.397,23.355,192.256,2003-01-08T14:38:36
1112,42.66998318,-84.64521654,-0.91,57.928,31.388,192.137,2003-01-08T14:38:38
1113,42.66996993,-84.64521654,-0.98,58.753,31.235,194.317,2003-01-08T14:38:39
1114,42.6699633,-84.64522555,-1.04,56.406,30.443,194.713,2003-01-08T14:38:40
1115,42.66995005,-84.64522555,-0.98,47.767,22.82,195.079,2003-01-08T14:38:42
1116,42.66994342,-84.64523456,-1.02,46.982,19.246,193.722,2003-01-08T14:38:43
1117,42.66993016,-84.64524358,-0.98,56.846,27.051,191.642,2003-01-08T14:38:44
1118,42.66992354,-84.64525259,-1.0,59.393,32.579,190.988,2003-01-08T14:38:45
1119,42.66991691,-84.6452616,-1.0,66.85,40.485,190.882,2003-01-08T14:38:46
1120,42.66991028,-84.64527963,-1.05,69.827,40.574,191.85,2003-01-08T14:38:47
1121,42.66990366,-84.64528864,-1.03,56.498,28.553,189.834,2003-01-08T14:38:48
1122,42.66989703,-84.64530667,-1.0,24.038,10.196,180.452,2003-01-08T14:38:49
1123,42.66990366,-84.6453247,-0.96,2.561,0.107,172.877,2003-01-08T14:38:50
1124,42.66991028,-84.64534272,-0.97,6.136,1.77,174.562,2003-01-08T14:38:51
1125,42.66993016,-84.64539681,-0.61,25.611,12.082,190.432,2003-01-08T14:38:55
1126,42.66993679,-84.64540582,-0.61,41.905,19.205,204.222,2003-01-08T14:38:56
1127,42.66994342,-84.64542385,-0.68,44.352,18.806,201.943,2003-01-08T14:38:57
1128,42.66995005,-84.64543286,-0.74,46.205,20.727,198.762,2003-01-08T14:38:58
1129,42.66995667,-84.64545089,-0.76,44.961,22.138,198.981,2003-01-08T14:38:59
1130,42.6699633,-84.6454599,-0.79,44.504,24.57,197.222,2003-01-08T14:39:00
1131,42.66996993,-84.64546891,-0.97,46.898,22.649,194.081,2003-01-08T14:39:01
1132,42.66997656,-84.64548694,-1.07,50.403,23.206,192.559,2003-01-08T14:39:02
1133,42.66998318,-84.64549595,-1.2,52.021,27.391,190.685,2003-01-08T14:39:03
1134,42.66998981,-84.64550497,-1.28,52.497,-1.0,190.097,2003-01-08T14:39:04
1135,42.66998981,-84.64552299,-1.37,55.078,29.543,190.308,2003-01-08T14:39:05
1136,42.66999644,-84.64553201,-1.45,58.335,28.759,190.135,2003-01-08T14:39:06
1137,42.66999644,-84.64555003,-1.56,60.015,28.079,189.486,2003-01-08T14:39:07
1138,42.67000306,-84.64555905,-1.81,61.343,33.176,190.622,2003-01-08T14:39:08
1139,42.67000306,-84.64557707,-1.99,63.279,39.672,194.229,2003-01-08T14:39:09
1140,42.67000969,-84.64560411,-1.95,65.43,41.353,199.02,2003-01-08T14:39:11
1141,42.67000969,-84.64563115,-1.93,63.318,37.975,197.843,2003-01-08T14:39:13
1142,42.67000969,-84.64564918,-1.91,61.742,35.439,193.759,2003-01-08T14:39:15
1143,42.67000969,-84.64566721,-1.91,57.588,34.658,191.314,2003-01-08T14:39:16
1144,42.67000306,-84.64567622,-1.87,47.529,30.856,187.385,2003-01-08T14:39:17
1145,42.67000306,-84.64569425,-1.7,40.504,24.91,177.234,2003-01-08T14:39:18
1146,42.66999644,-84.64570326,-1.5,36.739,19.353,172.114,2003-01-08T14:39:19
1147,42.66998981,-84.64571227,-1.21,35.324,9.197,182.741,2003-01-08T14:39:20
1148,42.66997656,-84.64572129,-1.16,35.045,4.714,191.775,2003-01-08T14:39:21
1149,42.66996993,-84.64571227,-1.1,43.95,11.311,192.021,2003-01-08T14:39:22
1150,42.6699633,-84.64570326,-1.01,56.396,21.832,187.554,2003-01-08T14:39:23
1151,42.66996993,-84.64569425,-1.8,62.927,37.417,189.251,2003-01-08T14:39:26
1152,42.66996993,-84.64567622,-1.84,66.772,45.154,193.693,2003-01-08T14:39:28
1153,42.66996993,-84.64565819,-1.9,68.746,45.745,194.66,2003-01-08T14:39:31
1154,42.6699633,-84.64564918,-1.94,70.557,47.628,196.69,2003-01-08T14:39:32
1155,42.66995667,-84.64564017,-1.96,69.008,48.531,195.976,2003-01-08T14:39:33
1156,42.66995005,-84.64562214,-1.99,65.481,44.972,195.794,2003-01-08T14:39:35
1157,42.66994342,-84.64561313,-1.91,58.96,38.366,193.438,2003-01-08T14:39:36
1158,42.66993679,-84.64560411,-1.79,52.349,32.385,189.586,2003-01-08T14:39:37
1159,42.66993016,-84.6455951,-1.7,51.999,32.208,188.63,2003-01-08T14:39:38
1160,42.66991691,-84.64558609,-1.64,49.538,32.192,185.922,2003-01-08T14:39:39
1161,42.66991028,-84.64557707,-1.51,45.898,29.269,183.825,2003-01-08T14:39:40
1162,42.66990366,-84.64556806,-1.43,45.432,28.917,183.972,2003-01-08T14:39:41
1163,42.6698904,-84.64555905,-1.37,44.776,29.646,181.49,2003-01-08T14:39:42
1164,42.66988377,-84.64555003,-1.31,42.982,29.447,179.351,2003-01-08T14:39:43
1165,42.66987052,-84.64553201,-1.22,41.7,35.268,174.292,2003-01-08T14:39:45
1166,42.66986389,-84.64552299,-1.16,41.127,36.058,171.617,2003-01-08T14:39:45
1167,42.66985726,-84.64551398,-1.07,42.234,32.259,175.477,2003-01-08T14:39:46
1168,42.66985064,-84.64550497,-0.98,44.402,32.89,177.429,2003-01-08T14:39:47
1169,42.66983738,-84.64549595,-0.87,41.211,27.259,183.933,2003-01-08T14:39:48
1170,42.66983076,-84.64547793,-0.78,34.493,18.001,187.119,2003-01-08T14:39:49
1171,42.66982413,-84.64546891,-0.69,27.735,11.041,187.237,2003-01-08T14:39:50
1172,42.6698175,-84.6454599,-0.6,22.036,6.91,187.708,2003-01-08T14:39:51
1173,42.66980425,-84.64545089,-0.55,22.016,7.828,188.807,2003-01-08T14:39:52
1174,42.66979762,-84.64544187,-0.5,15.392,6.133,201.263,2003-01-08T14:39:53
1175,42.66978436,-84.64543286,-0.42,3.915,0.757,213.627,2003-01-08T14:39:54
1176,42.66977774,-84.64542385,-0.32,1.749,0.184,212.012,2003-01-08T14:39:55
1177,42.66977111,-84.64541483,-0.33,1.74,6.14,193.984,2003-01-08T14:39:56
1178,42.66976448,-84.64540582,-0.36,9.085,19.723,177.597,2003-01-08T14:39:57
1179,42.66975786,-84.64539681,-1.08,34.953,27.803,181.663,2003-01-08T14:39:59
1180,42.66975123,-84.64538779,-1.42,56.444,33.623,187.156,2003-01-08T14:40:00
1181,42.66973797,-84.64537878,-1.49,54.125,37.781,181.116,2003-01-08T14:40:03
1182,42.66972472,-84.64537878,-1.37,48.282,36.871,177.233,2003-01-08T14:40:05
1183,42.66971809,-84.64538779,-1.23,49.991,35.151,184.687,2003-01-08T14:40:07
1184,42.66971146,-84.64537878,-1.15,56.629,33.186,191.44,2003-01-08T14:40:09
1185,42.66973135,-84.64537878,-1.19,63.541,33.425,190.358,2003-01-08T14:40:11
1186,42.66973797,-84.64536977,-1.2,67.852,48.516,192.134,2003-01-08T14:40:12
1187,42.6697446,-84.64536075,-1.17,66.299,46.24,191.478,2003-01-08T14:40:13
1188,42.66975123,-84.64535174,-1.16,61.192,40.206,189.897,2003-01-08T14:40:14
1189,42.66975123,-84.64536977,-1.25,56.849,36.449,189.908,2003-01-08T14:40:17
1190,42.66975123,-84.64538779,-1.4,41.778,12.507,176.051,2003-01-08T14:40:18
1191,42.66975786,-84.64540582,-1.43,14.894,6.259,152.88,2003-01-08T14:40:19
1192,42.66975786,-84.64543286,-1.38,1.216,0.005,149.808,2003-01-08T14:40:21
1193,42.66975786,-84.6454599,-1.22,2.925,-1.0,158.695,2003-01-08T14:40:23
1194,42.66975786,-84.64547793,-1.28,17.303,24.749,162.292,2003-01-08T14:40:24
1195,42.66975123,-84.64548694,-1.0,44.822,28.936,177.197,2003-01-08T14:40:25
1196,42.66975123,-84.64550497,-0.88,55.661,31.124,190.14,2003-01-08T14:40:26
1197,42.66975786,-84.64553201,-1.03,49.34,27.351,190.425,2003-01-08T14:40:28
1198,42.66975786,-84.64555905,-1.29,47.975,20.617,185.997,2003-01-08T14:40:30
1199,42.66975786,-84.64558609,-1.6,51.566,20.626,184.239,2003-01-08T14:40:32
1200,42.66975786,-84.64560411,-1.76,55.548,29.759,189.061,2003-01-08T14:40:34
1201,42.66975123,-84.64561313,-1.73,54.607,34.898,189.668,2003-01-08T14:40:35
1202,42.66975123,-84.64563115,-1.66,53.8,38.892,188.352,2003-01-08T14:40:36
1203,42.6697446,-84.64564918,-1.57,55.715,41.072,189.586,2003-01-08T14:40:37
1204,42.66973797,-84.64567622,-1.4,56.362,39.172,191.683,2003-01-08T14:40:40
1205,42.66973797,-84.64569425,-1.34,59.23,38.754,193.73,2003-01-08T14:40:40
1206,42.66973797,-84.64571227,-1.32,62.685,39.895,192.721,2003-01-08T14:40:41
1207,42.66973135,-84.6457303,-1.34,64.241,38.117,190.806,2003-01-08T14:40:42
1208,42.66972472,-84.64575734,-1.39,61.807,35.729,190.793,2003-01-08T14:40:44
1209,42.66971809,-84.64576635,-1.38,58.135,37.191,190.239,2003-01-08T14:40:45
1210,42.66971146,-84.64578438,-1.37,55.464,39.715,186.297,2003-01-08T14:40:46
1211,42.66969821,-84.64579339,-1.34,55.189,38.484,185.906,2003-01-08T14:40:47
1212,42.66968496,-84.64579339,-1.27,61.575,36.301,191.151,2003-01-08T14:40:48
1213,42.6696717,-84.64579339,-1.32,68.049,-1.0,191.105,2003-01-08T14:40:50
1214,42.66965845,-84.64578438,-1.31,69.702,-1.0,189.804,2003-01-08T14:40:50
1215,42.66964519,-84.64576635,-1.33,68.236,36.22,191.719,2003-01-08T14:40:51
1216,42.66963856,-84.64575734,-1.42,65.898,34.779,190.511,2003-01-08T14:40:53
1217,42.66963856,-84.64573931,-1.47,65.155,33.504,189.279,2003-01-08T14:40:53
1218,42.66963194,-84.64572129,-1.53,61.973,31.705,188.903,2003-01-08T14:40:54
1219,42.66962531,-84.64569425,-1.6,54.156,26.262,184.034,2003-01-08T14:40:56
1220,42.66962531,-84.64567622,-1.62,51.789,25.106,183.5,2003-01-08T14:40:57
1221,42.66963194,-84.64565819,-1.65,55.983,29.704,188.517,2003-01-08T14:40:58
1222,42.66963194,-84.64563115,-1.63,54.387,28.914,187.505,2003-01-08T14:41:00
1223,42.66963856,-84.64561313,-1.64,53.273,27.963,184.772,2003-01-08T14:41:01
1224,42.66963856,-84.6455951,-1.64,55.605,29.826,186.128,2003-01-08T14:41:02
1225,42.66963856,-84.64556806,-1.7,56.133,29.785,186.678,2003-01-08T14:41:04
1226,42.66963856,-84.64555003,-1.73,60.36,34.601,187.289,2003-01-08T14:41:05
1227,42.66963856,-84.64553201,-1.71,64.176,42.808,188.547,2003-01-08T14:41:06
1228,42.66963194,-84.64551398,-1.54,62.153,45.987,188.377,2003-01-08T14:41:08
1229,42.66962531,-84.64550497,-1.45,58.038,36.626,189.023,2003-01-08T14:41:09
